date,tonnes,million_troy_ounces
2004-01-01,357.7590000000003,11.5022103621779
2004-02-01,357.7590000000003,11.5022103621779
2004-03-01,357.7559999999992,11.5021139100101
2004-04-01,357.7559999999992,11.5021139100101
2004-05-01,357.7540000000015,11.502049608565
2004-06-01,357.7540000000015,11.502049608565
2004-07-01,357.7540000000015,11.502049608565
2004-08-01,357.7520000000007,11.5019853071198
2004-09-01,357.7520000000007,11.5019853071198
2004-10-01,357.7510000000003,11.5019531563972
2004-11-01,357.7510000000003,11.5019531563972
2004-12-01,357.7510000000003,11.5019531563972
2005-01-01,357.7510000000003,11.5019531563972
2005-02-01,357.7510000000003,11.5019531563972
2005-03-01,357.7510000000003,11.5019531563972
2005-04-01,357.7510000000003,11.5019531563972
2005-05-01,357.7510000000003,11.5019531563972
2005-06-01,357.7510000000003,11.5019531563972
2005-07-01,357.7510000000003,11.5019531563972
2005-08-01,357.7510000000003,11.5019531563972
2005-09-01,357.7510000000003,11.5019531563972
2005-10-01,357.7510000000003,11.5019531563972
2005-11-01,357.7510000000003,11.5019531563972
2005-12-01,357.7510000000003,11.5019531563972
2006-01-01,357.7510000000003,11.5019531563972
2006-02-01,357.7510000000003,11.5019531563972
2006-03-01,357.7510000000003,11.5019531563972
2006-04-01,357.7510000000003,11.5019531563972
2006-05-01,357.7510000000003,11.5019531563972
2006-06-01,357.7510000000003,11.5019531563972
2006-07-01,357.7510000000003,11.5019531563972
2006-08-01,357.7510000000003,11.5019531563972
2006-09-01,357.7510000000003,11.5019531563972
2006-10-01,357.7510000000003,11.5019531563972
2006-11-01,357.7510000000003,11.5019531563972
2006-12-01,357.7510000000003,11.5019531563972
2007-01-01,357.7510000000003,11.5019531563972
2007-02-01,357.7510000000003,11.5019531563972
2007-03-01,357.7510000000003,11.5019531563972
2007-04-01,357.7510000000003,11.5019531563972
2007-05-01,357.7510000000003,11.5019531563972
2007-06-01,357.7510000000003,11.5019531563972
2007-07-01,357.7510000000003,11.5019531563972
2007-08-01,357.7510000000003,11.5019531563972
2007-09-01,357.7510000000003,11.5019531563972
2007-10-01,357.7510000000003,11.5019531563972
2007-11-01,357.7510000000003,11.5019531563972
2007-12-01,357.7510000000003,11.5019531563972
2008-01-01,357.7510000000003,11.5019531563972
2008-02-01,357.7510000000003,11.5019531563972
2008-03-01,357.7510000000003,11.5019531563972
2008-04-01,357.7510000000003,11.5019531563972
2008-05-01,357.7510000000003,11.5019531563972
2008-06-01,357.7510000000003,11.5019531563972
2008-07-01,357.7510000000003,11.5019531563972
2008-08-01,357.7510000000003,11.5019531563972
2008-09-01,357.7510000000003,11.5019531563972
2008-10-01,357.7510000000003,11.5019531563972
2008-11-01,357.7510000000003,11.5019531563972
2008-12-01,357.7510000000003,11.5019531563972
2009-01-01,357.7510000000003,11.5019531563972
2009-02-01,357.7510000000003,11.5019531563972
2009-03-01,357.7510000000003,11.5019531563972
2009-04-01,357.7510000000003,11.5019531563972
2009-05-01,357.7510000000003,11.5019531563972
2009-06-01,357.7510000000003,11.5019531563972
2009-07-01,357.7510000000003,11.5019531563972
2009-08-01,357.7510000000003,11.5019531563972
2009-09-01,357.7510000000003,11.5019531563972
2009-10-01,357.7510000000003,11.5019531563972
2009-11-01,557.7509999999994,17.9320976738952
2009-12-01,557.7509999999994,17.9320976738952
2010-01-01,557.7509999999994,17.9320976738952
2010-02-01,557.7509999999994,17.9320976738952
2010-03-01,557.7509999999994,17.9320976738952
2010-04-01,557.7509999999994,17.9320976738952
2010-05-01,557.7509999999994,17.9320976738952
2010-06-01,557.7509999999994,17.9320976738952
2010-07-01,557.7509999999994,17.9320976738952
2010-08-01,557.7509999999994,17.9320976738952
2010-09-01,557.7509999999994,17.9320976738952
2010-10-01,557.7509999999994,17.9320976738952
2010-11-01,557.7509999999994,17.9320976738952
2010-12-01,557.7509999999994,17.9320976738952
2011-01-01,557.7509999999994,17.9320976738952
2011-02-01,557.7509999999994,17.9320976738952
2011-03-01,557.7509999999994,17.9320976738952
2011-04-01,557.7509999999994,17.9320976738952
2011-05-01,557.7509999999994,17.9320976738952
2011-06-01,557.7509999999994,17.9320976738952
2011-07-01,557.7509999999994,17.9320976738952
2011-08-01,557.7509999999994,17.9320976738952
2011-09-01,557.7509999999994,17.9320976738952
2011-10-01,557.7509999999994,17.9320976738952
2011-11-01,557.7509999999994,17.9320976738952
2011-12-01,557.7509999999994,17.9320976738952
2012-01-01,557.7509999999994,17.9320976738952
2012-02-01,557.7509999999994,17.9320976738952
2012-03-01,557.7509999999994,17.9320976738952
2012-04-01,557.7509999999994,17.9320976738952
2012-05-01,557.7509999999994,17.9320976738952
2012-06-01,557.7509999999994,17.9320976738952
2012-07-01,557.7509999999994,17.9320976738952
2012-08-01,557.7509999999994,17.9320976738952
2012-09-01,557.7509999999994,17.9320976738952
2012-10-01,557.7509999999994,17.9320976738952
2012-11-01,557.7509999999994,17.9320976738952
2012-12-01,557.7509999999994,17.9320976738952
2013-01-01,557.7509999999994,17.9320976738952
2013-02-01,557.7509999999994,17.9320976738952
2013-03-01,557.7509999999994,17.9320976738952
2013-04-01,557.7509999999994,17.9320976738952
2013-05-01,557.7509999999994,17.9320976738952
2013-06-01,557.7509999999994,17.9320976738952
2013-07-01,557.7509999999994,17.9320976738952
2013-08-01,557.7509999999994,17.9320976738952
2013-09-01,557.7509999999994,17.9320976738952
2013-10-01,557.7509999999994,17.9320976738952
2013-11-01,557.7509999999994,17.9320976738952
2013-12-01,557.7509999999994,17.9320976738952
2014-01-01,557.7509999999994,17.9320976738952
2014-02-01,557.7509999999994,17.9320976738952
2014-03-01,557.7509999999994,17.9320976738952
2014-04-01,557.7509999999994,17.9320976738952
2014-05-01,557.7509999999994,17.9320976738952
2014-06-01,557.7509999999994,17.9320976738952
2014-07-01,557.7509999999994,17.9320976738952
2014-08-01,557.7523000000004,17.9321394698346
2014-09-01,557.7523000000004,17.9321394698346
2014-10-01,557.7523000000004,17.9321394698346
2014-11-01,557.7523000000004,17.9321394698346
2014-12-01,557.7523000000004,17.9321394698346
2015-01-01,557.7523000000004,17.9321394698346
2015-02-01,557.7523000000004,17.9321394698346
2015-03-01,557.7523000000004,17.9321394698346
2015-04-01,557.7523044017709,17.9321396113547
2015-05-01,557.7523044017709,17.9321396113547
2015-06-01,557.7523044017709,17.9321396113547
2015-07-01,557.7523044017709,17.9321396113547
2015-08-01,557.7523044017709,17.9321396113547
2015-09-01,557.7523044017709,17.9321396113547
2015-10-01,557.7523044017709,17.9321396113547
2015-11-01,557.7523044017709,17.9321396113547
2015-12-01,557.7523044017709,17.9321396113547
2016-01-01,557.7523044017709,17.9321396113547
2016-02-01,557.7523044017709,17.9321396113547
2016-03-01,557.770992532769,17.9327404482701
2016-04-01,557.770992532769,17.9327404482701
2016-05-01,557.770992532769,17.9327404482701
2016-06-01,557.770992532769,17.9327404482701
2016-07-01,557.770992532769,17.9327404482701
2016-08-01,557.770992532769,17.9327404482701
2016-09-01,557.7709799999994,17.9327400453325
2016-10-01,557.770992532769,17.9327404482701
2016-11-01,557.770992532769,17.9327404482701
2016-12-01,557.770992532769,17.9327404482701
2017-01-01,557.770993528081,17.9327404802701
2017-02-01,557.770993528081,17.9327404802701
2017-03-01,557.770993528081,17.9327404802701
2017-04-01,557.7711527216104,17.9327455984571
2017-05-01,557.7711527216104,17.9327455984571
2017-06-01,557.7711527216104,17.9327455984571
2017-07-01,557.7965129056834,17.9335609467
2017-08-01,557.7965129056834,17.9335609467
2017-09-01,557.7965129056834,17.9335609467
2017-10-01,557.7921305251749,17.93342005
2017-11-01,557.7921305251749,17.93342005
2017-12-01,558.10316583621,17.94342006
2018-01-01,558.10316583621,17.94342006
2018-02-01,558.140522694885,17.94462111
2018-03-01,560.3185281754601,18.01464556
2018-04-01,560.940601596845,18.03464567
2018-05-01,561.87522911317,18.06469462
